,sofifa_id,short_name,age,height_cm,weight_kg,club_name,overall,potential,value_eur,wage_eur,international_reputation,weak_foot,skill_moves,pace,shooting,passing,dribbling,defending,physic,gk_diving,gk_handling,gk_kicking,gk_reflexes,gk_speed,gk_positioning,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,nationality_Afghanistan,nationality_Algeria,nationality_Antigua & Barbuda,nationality_Argentina,nationality_Armenia,nationality_Australia,nationality_Austria,nationality_Belgium,nationality_Benin,nationality_Bermuda,nationality_Bosnia Herzegovina,nationality_Brazil,nationality_Brunei Darussalam,nationality_Burkina Faso,nationality_Cameroon,nationality_Canada,nationality_Chile,nationality_Colombia,nationality_Costa Rica,nationality_Croatia,nationality_Curacao,nationality_Cyprus,nationality_Czech Republic,nationality_DR Congo,nationality_Denmark,nationality_Ecuador,nationality_Egypt,nationality_England,nationality_Equatorial Guinea,nationality_Estonia,nationality_Finland,nationality_France,nationality_Gabon,nationality_Gambia,nationality_Germany,nationality_Ghana,nationality_Greece,nationality_Guinea,nationality_Guinea Bissau,nationality_Honduras,nationality_Hungary,nationality_Iceland,nationality_Iran,nationality_Israel,nationality_Italy,nationality_Ivory Coast,nationality_Jamaica,nationality_Japan,nationality_Kenya,nationality_Korea Republic,nationality_Kosovo,nationality_Libya,nationality_Lithuania,nationality_Mali,nationality_Mexico,nationality_Montenegro,nationality_Morocco,nationality_Netherlands,nationality_New Zealand,nationality_Nigeria,nationality_North Macedonia,nationality_Northern Ireland,nationality_Norway,nationality_Paraguay,nationality_Peru,nationality_Philippines,nationality_Poland,nationality_Portugal,nationality_Republic of Ireland,nationality_Romania,nationality_Saint Kitts and Nevis,nationality_Scotland,nationality_Senegal,nationality_Serbia,nationality_Sierra Leone,nationality_Slovakia,nationality_Slovenia,nationality_South Africa,nationality_Spain,nationality_Sweden,nationality_Switzerland,nationality_Tanzania,nationality_Togo,nationality_Tunisia,nationality_Turkey,nationality_Ukraine,nationality_United States,nationality_Uruguay,nationality_Venezuela,nationality_Wales,nationality_Zambia,nationality_Zimbabwe,player_positions_CAM,player_positions_CB,player_positions_CDM,player_positions_CF,player_positions_CM,player_positions_GK,player_positions_LB,player_positions_LM,player_positions_LW,player_positions_LWB,player_positions_RB,player_positions_RM,player_positions_RW,player_positions_RWB,player_positions_ST,preferred_foot_Left,preferred_foot_Right,player_traits_Avoids Using Weaker Foot,player_traits_Backs Into Player,player_traits_Beat Offside Trap,player_traits_Cautious With Crosses,player_traits_Chip Shot (AI),player_traits_Comes For Crosses,player_traits_Diver,player_traits_Dives Into Tackles (AI),player_traits_Early Crosser,player_traits_Finesse Shot,player_traits_Flair,player_traits_GK Long Throw,player_traits_GK Up for Corners,player_traits_Giant Throw-in,player_traits_Injury Free,player_traits_Injury Prone,player_traits_Leadership,player_traits_Long Passer (AI),player_traits_Long Shot Taker (AI),player_traits_Long Throw-in,player_traits_One Club Player,player_traits_Outside Foot Shot,player_traits_Playmaker (AI),player_traits_Power Free-Kick,player_traits_Power Header,player_traits_Puncher,player_traits_Rushes Out Of Goal,player_traits_Saves with Feet,player_traits_Selfish,player_traits_Set Play Specialist,player_traits_Solid Player,player_traits_Speed Dribbler (AI),player_traits_Takes Finesse Free Kicks,player_traits_Target Forward,player_traits_Team Player,player_traits_Technical Dribbler (AI),player_traits_Through Ball,player_tags_#Acrobat,player_tags_#Aerial Threat,player_tags_#Clinical Finisher,player_tags_#Complete Defender,player_tags_#Complete Forward,player_tags_#Complete Midfielder,player_tags_#Crosser,player_tags_#Distance Shooter,player_tags_#Dribbler,player_tags_#Engine,player_tags_#FK Specialist,player_tags_#Playmaker,player_tags_#Poacher,player_tags_#Speedster,player_tags_#Strength,player_tags_#Tackling,player_tags_#Tactician,best_position,position_category
291,190531,E. Mangala,24,187,84,Manchester City,80,84,16000000,90000,2,4,2,77.0,41.0,56.0,61.0,79.0,85.0,,,,,,,59,27,83,61,44,56,47,48,59,66,70,83,62,76,57,72,86,77,86,41,90,75,39,47,46,79,84,10,13,6,10,14,58,58,58,57,56,56,56,57,56,56,56,60,60,60,60,60,72,72,72,72,72,75,80,80,80,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,lcb,def
292,190815,D. Blind,25,180,72,Manchester United,80,84,15500000,100000,3,3,3,62.0,55.0,74.0,75.0,75.0,78.0,,,,,,,63,42,67,83,61,73,65,55,76,79,65,59,73,84,65,68,66,92,73,64,74,80,68,75,56,80,77,12,9,10,14,10,66,66,66,69,70,70,70,69,73,73,73,72,78,78,78,72,76,79,79,79,76,76,75,75,75,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ldm,mid
293,193348,X. Shaqiri,23,169,72,Stoke City,80,84,18500000,60000,2,4,4,87.0,77.0,77.0,85.0,57.0,74.0,,,,,,,74,74,37,79,76,85,82,78,75,83,91,84,87,79,94,84,63,78,74,80,73,65,77,77,65,60,53,13,12,12,11,11,75,75,75,81,80,80,80,81,80,80,80,80,77,77,77,80,72,71,71,71,72,69,63,63,63,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lw,att
295,194957,P. Jones,23,185,71,Manchester United,80,84,16000000,90000,2,3,2,66.0,56.0,65.0,61.0,82.0,80.0,,,,,,,64,50,75,77,60,59,38,35,67,69,63,68,43,78,58,68,84,79,78,59,85,80,42,59,55,84,82,10,8,6,16,11,63,63,63,62,62,62,62,62,63,63,63,64,68,68,68,64,75,77,77,77,75,76,80,80,80,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lcb,def
306,188253,J. McCarthy,24,180,72,Everton,80,83,15500000,60000,2,4,3,72.0,67.0,76.0,76.0,78.0,81.0,,,,,,,68,65,63,82,61,78,64,64,83,77,75,69,66,75,71,67,66,91,78,73,79,79,69,75,60,79,78,12,11,8,10,13,71,71,71,74,73,73,73,74,75,75,75,76,78,78,78,76,78,80,80,80,78,77,77,77,77,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ldm,mid
307,189250,S. Rondón,25,189,85,West Bromwich Albion,80,83,18000000,70000,2,4,4,80.0,78.0,56.0,74.0,31.0,80.0,,,,,,,48,80,86,69,73,75,53,52,40,76,78,81,72,73,48,85,67,68,91,70,72,33,82,53,62,23,13,13,13,7,5,14,80,80,80,72,75,75,75,72,71,71,71,69,62,62,62,69,51,50,50,50,51,49,50,50,50,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ls,att
316,186115,K. Gibbs,25,178,70,Arsenal,80,82,14000000,90000,2,2,3,81.0,57.0,72.0,77.0,80.0,72.0,,,,,,,76,47,68,78,47,78,64,52,65,76,79,83,73,81,74,72,70,77,69,65,72,79,65,69,63,84,85,6,11,8,9,15,68,68,68,73,71,71,71,73,72,72,72,74,73,73,73,74,80,77,77,77,80,80,78,78,78,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lwb,def
330,8473,T. Rosický,34,178,65,Arsenal,80,80,7500000,80000,2,3,3,72.0,70.0,81.0,83.0,43.0,64.0,,,,,,,77,65,46,83,71,84,81,70,80,85,75,70,78,77,73,76,58,68,59,70,74,49,79,83,74,45,56,14,11,6,11,13,72,72,72,78,78,78,78,78,80,80,80,79,77,77,77,79,66,65,65,65,66,62,54,54,54,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lam,mid
331,16254,T. Howard,36,191,88,Everton,80,80,6500000,40000,2,3,1,,,,,,,82.0,76.0,77.0,82.0,49.0,81.0,16,13,12,33,12,13,14,14,30,19,50,48,48,83,50,26,75,26,71,15,32,22,13,52,43,12,14,82,76,77,81,82,28,28,28,29,29,29,29,29,32,32,32,30,31,31,31,30,27,30,30,30,27,27,28,28,28,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gk,gk
332,21146,M. Carrick,33,188,74,Manchester United,80,80,9000000,80000,3,3,2,54.0,68.0,80.0,72.0,75.0,68.0,,,,,,,72,63,73,86,67,71,64,75,85,78,53,54,58,80,63,78,72,74,64,73,67,86,61,79,64,74,72,13,12,11,15,9,69,69,69,70,71,71,71,70,74,74,74,72,79,79,79,72,75,78,78,78,75,74,74,74,74,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,lcm,mid
341,135507,Fernandinho,30,176,67,Manchester City,80,80,12500000,100000,3,4,3,77.0,75.0,77.0,79.0,74.0,77.0,,,,,,,68,70,55,82,76,79,70,71,81,78,77,77,79,82,79,83,72,82,73,81,83,84,68,75,61,78,75,12,11,5,13,7,74,74,74,76,76,76,76,76,77,77,77,77,79,79,79,77,78,79,79,79,78,77,75,75,75,77,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lcm,mid
343,137677,M. Vorm,31,183,87,Tottenham Hotspur,80,80,11000000,80000,2,3,1,,,,,,,83.0,75.0,77.0,84.0,58.0,79.0,13,14,17,39,12,18,12,14,35,35,57,59,67,82,53,23,79,43,63,19,23,28,10,19,41,11,14,83,75,77,79,84,30,30,30,32,31,31,31,32,33,33,33,33,33,33,33,33,32,33,33,33,32,32,30,30,30,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gk,gk
344,138412,J. Milner,29,176,70,Liverpool,80,80,13000000,90000,2,4,3,71.0,76.0,83.0,77.0,69.0,76.0,,,,,,,86,68,69,85,79,77,81,79,82,78,72,70,71,84,73,87,64,91,71,81,71,72,77,78,79,68,70,1,1,1,1,1,76,76,76,78,77,77,77,78,78,78,78,79,80,80,80,79,78,77,77,77,78,76,71,71,71,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,lcm,mid
350,146536,Jesús Navas,29,170,60,Manchester City,80,80,13000000,100000,3,3,3,89.0,70.0,75.0,83.0,28.0,50.0,,,,,,,79,66,47,77,79,82,80,46,74,81,91,88,91,77,87,75,62,79,34,74,50,33,74,76,56,20,26,10,10,15,7,13,71,71,71,79,77,77,77,79,78,78,78,79,72,72,72,79,60,54,54,54,60,55,40,40,40,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lw,att
354,152554,G. Clichy,29,176,65,Manchester City,80,80,10500000,100000,3,4,2,84.0,43.0,65.0,74.0,80.0,68.0,,,,,,,79,34,70,64,59,71,64,38,69,78,82,85,77,72,75,52,70,82,66,43,55,77,66,59,45,82,86,10,11,9,11,6,62,62,62,68,65,65,65,68,66,66,66,71,68,68,68,71,78,73,73,73,78,79,75,75,75,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lb,def
355,152908,A. Young,29,175,65,Manchester United,80,80,13000000,100000,3,3,4,85.0,74.0,78.0,82.0,35.0,56.0,,,,,,,84,73,41,75,75,83,83,78,71,81,88,82,84,76,77,77,57,69,53,76,46,47,70,79,71,30,51,16,10,15,16,15,72,72,72,79,77,77,77,79,78,78,78,79,72,72,72,79,64,58,58,58,64,60,47,47,47,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lw,att
359,158626,M. Debuchy,29,177,76,Arsenal,80,80,10500000,100000,3,3,3,75.0,65.0,73.0,74.0,80.0,78.0,,,,,,,80,59,75,77,62,72,74,61,73,75,77,73,77,76,74,74,81,89,71,68,80,76,67,64,66,83,82,8,9,7,15,10,70,70,70,72,71,71,71,72,71,71,71,74,74,74,74,74,79,78,78,78,79,79,78,78,78,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lwb,def
360,158810,G. Inler,31,183,80,Leicester City,80,80,9500000,60000,3,4,2,67.0,71.0,78.0,74.0,76.0,78.0,,,,,,,70,56,68,82,78,73,64,68,84,79,69,65,68,76,59,89,75,79,76,86,80,80,70,79,74,80,78,11,14,6,10,5,72,72,72,73,74,74,74,73,75,75,75,74,79,79,79,74,76,79,79,79,76,76,76,76,76,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,lcm,mid
365,162240,M. Dembélé,27,185,82,Tottenham Hotspur,80,80,14000000,100000,3,2,4,77.0,72.0,75.0,82.0,69.0,82.0,,,,,,,65,66,68,84,77,85,65,55,79,84,78,77,82,78,53,85,77,82,86,72,74,73,71,76,67,76,64,16,14,11,16,14,76,76,76,77,78,78,78,77,79,79,79,78,79,79,79,78,75,77,77,77,75,73,73,73,73,73,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lam,mid
374,169596,R. Shawcross,27,191,76,Stoke City,80,80,11500000,80000,2,3,2,60.0,44.0,52.0,50.0,82.0,84.0,,,,,,,33,53,84,63,35,42,34,24,69,54,54,64,62,73,57,44,72,79,88,28,85,82,31,50,48,83,80,10,12,7,13,15,55,55,55,50,51,51,51,50,52,52,52,53,60,60,60,53,67,74,74,74,67,71,80,80,80,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lcb,def
377,172175,K. Mirallas,27,182,70,Everton,80,80,14000000,80000,2,4,4,88.0,77.0,77.0,83.0,47.0,63.0,,,,,,,82,78,64,80,76,84,77,74,77,82,89,87,86,76,74,77,73,76,61,76,48,35,80,67,75,55,53,8,10,14,13,15,77,77,77,81,79,79,79,81,79,79,79,80,74,74,74,80,67,62,62,62,67,65,56,56,56,65,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lw,att
381,177604,Nacho Monreal,29,178,72,Arsenal,80,80,10500000,90000,2,2,2,77.0,53.0,72.0,75.0,81.0,72.0,,,,,,,81,39,62,77,56,74,74,59,61,77,79,75,75,79,67,71,75,85,65,61,74,82,61,66,61,84,82,7,5,9,3,5,64,64,64,70,68,68,68,70,70,70,70,72,72,72,72,72,80,77,77,77,80,80,77,77,77,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lwb,def
